DATE,UDV,GMS,VOL
2000-01-04,87.018,6221929,7150161
2000-01-05,16.845,1788670,10618637
2000-01-06,94.118,11961803,12709359
2000-01-07,75.059,18739960,24967110
2000-01-10,27.379,6363930,23244190
2000-01-11,-58.986,-11397541,19322451
2000-01-12,-53.514,-8121313,15176099
2000-01-13,-20.717,-1972897,9522918
2000-01-14,-26.059,-2051591,7872861
2000-01-17,74.135,6037898,8144497
2000-01-18,-14.336,-1347271,9397990
2000-01-19,46.691,4137862,8862165
2000-01-20,55.854,6914884,12380312
2000-01-21,2.977,517453,17379108
2000-01-24,43.308,8031298,18544810
2000-01-25,-0.869,-145757,16779517
2000-01-26,8.698,1097089,12613635
2000-01-27,26.803,5069631,18914548
2000-01-28,43.67,10255909,23485262
2000-02-14,95.366,26495190,27782544
2000-02-15,-52.818,-21389680,40496576
2000-02-16,27.427,10482086,38218576
2000-02-17,-44.959,-23470730,52205107
2000-02-18,45.943,13751599,29931885
2000-02-21,20.261,7333661,36196148
2000-02-22,-59.651,-17880971,29975742
2000-02-23,-28.909,-6622187,22906887
2000-02-24,71.329,13064905,18316317
2000-02-25,-0.895,-196559,21962894
2000-02-28,88.748,24892286,28048406
2000-02-29,-9.529,-3107175,32608547
2000-03-01,-1.686,-483804,28696195
2000-03-02,21.244,5267315,24794653
2000-03-03,24.796,7463761,30100678
2000-03-06,-61.17,-19323634,31589812
2000-03-07,59.922,12650290,21111332
2000-03-08,29.898,6119877,20469264
2000-03-09,13.476,3077075,22833712
2000-03-10,-34.25,-6806678,19873532
2000-03-13,64.33,11514105,17898534
2000-03-14,10.557,2649597,25097930
2000-03-15,15.124,3209114,21218148
2000-03-16,-63.066,-12543153,19888944
2000-03-17,91.285,16546703,18126499
2000-03-20,92.487,21911733,23691810
2000-03-21,4.137,1037671,25082989
2000-03-22,13.462,2945694,21881244
2000-03-23,66.029,16175394,24497325
2000-03-24,-36.525,-11229206,30744308
2000-03-27,81.763,23253961,28440856
2000-03-28,5.605,1883276,33598055
2000-03-29,-25.935,-6915583,26665115
2000-03-30,47.819,11496409,24041307
2000-03-31,-7.871,-2016785,25624031
2000-04-03,-12.918,-2975471,23034356
2000-04-04,-44.369,-8669143,19538786
2000-04-05,50.647,8197508,16185552
2000-04-06,67.89,13854904,20407742
2000-04-07,21.918,5337375,24352020
2000-04-10,30.465,7380099,24225021
2000-04-11,-24.547,-5110376,20818677
2000-04-12,3.979,730993,18372138
2000-04-13,56.846,12515121,22015917
2000-04-14,8.506,2112448,24833448
2000-04-17,-34.271,-8674131,25310657
2000-04-18,33.324,5862585,17592702
2000-04-19,27.536,4995487,18141708
2000-04-20,28.484,6061318,21280080
2000-04-21,-20.568,-2292683,11146745
2000-04-24,6.534,1298749,19877086
2000-04-25,-5.897,-896996,15210022
2000-04-26,-10.109,-1443511,14279356
2000-04-27,-53.076,-8691898,16376302
2000-04-28,68.427,10749371,15709268
2000-05-08,15.073,1972694,13087350
2000-05-09,-30.273,-3890011,12849948
2000-05-10,-68.802,-8472898,12314856
2000-05-11,-31.125,-3530124,11341940
2000-05-12,7.313,736417,10069809
2000-05-15,-23.513,-2167419,9218039
2000-05-16,67.655,5076343,7503304
2000-05-17,-14.497,-1152785,7951808
2000-05-18,85.535,9723916,11368352
2000-05-19,53.819,8311501,15443338
2000-05-22,60.446,12395385,20506579
2000-05-23,7.536,1276933,16943631
2000-05-24,33.812,7070083,20910266
2000-05-25,35.997,8131380,22589285
2000-05-26,-4.966,-1143882,23034770
2000-05-29,23.137,5530583,23903772
2000-05-30,-32.921,-7000293,21263606
2000-05-31,53.859,10772903,20002190
2000-06-01,18.103,3573921,19742444
2000-06-02,33.646,8108529,24099314
2000-06-05,-52.923,-15750762,29761609
2000-06-06,44.604,9824417,22025988
2000-06-07,11.383,2338939,20547828
2000-06-08,2.599,549111,21130815
2000-06-09,-28.82,-5589123,19393429
2000-06-12,30.984,5080323,16396737
2000-06-13,51.383,9232257,17967663
2000-06-14,0.554,120687,21802793
2000-06-15,22.845,4202497,18396020
2000-06-16,-22.761,-4486589,19711548
2000-06-19,0.537,87330,16265058
2000-06-20,-28.177,-3777898,13407818
2000-06-21,51.91,5811283,11194836
2000-06-22,12.735,1661472,13046666
2000-06-23,52.133,8706965,16701405
2000-06-26,29.51,5582922,18918908
2000-06-27,12.511,2250018,17984744
2000-06-28,8.233,1344528,16331405
2000-06-29,-14.471,-2524156,17443441
2000-06-30,-20.273,-3612632,17819646
2000-07-03,-10.416,-1703775,16357734
2000-07-04,50.797,5626731,11076958
2000-07-05,-0.807,-88317,10950272
2000-07-06,1.46,169262,11595536
2000-07-07,69.543,9488157,13643600
2000-07-10,54.279,10328695,19028861
2000-07-11,2.461,453616,18429017
2000-07-12,41.154,7661185,18615867
2000-07-13,-18.429,-3566403,19351922
2000-07-14,37.709,7421633,19681304
2000-07-17,-6.262,-1275498,20369414
2000-07-18,35.13,5046442,14365172
2000-07-19,-4.349,-606524,13947373
2000-07-20,-0.117,-17339,14773540
2000-07-21,21.034,2984129,14186869
2000-07-24,-11.51,-1822635,15834739
2000-07-25,22.781,2953718,12965452
2000-07-26,43.139,6493001,15051238
2000-07-27,0.272,50962,18759465
2000-07-28,7.541,1263498,16754006
2000-07-31,19.801,3615331,18258422
2000-08-01,7.337,1009643,13761293
2000-08-02,12.944,1782252,13768459
2000-08-03,12.581,2191863,17422071
2000-08-04,-26.37,-4572120,17338642
2000-08-07,41.602,6553717,15753274
2000-08-08,25.323,3944132,15575026
2000-08-09,12.505,2209558,17669637
2000-08-10,-10.724,-1986484,18523392
2000-08-11,0.447,70826,15836761
2000-08-14,39.014,5861167,15023345
2000-08-15,-1.155,-159195,13778262
2000-08-16,18.87,2818186,14934749
2000-08-17,15.033,2264813,15066105
2000-08-18,10.444,1522123,14574569
2000-08-21,52.786,10348875,19605179
2000-08-22,-72.636,-12934476,17807288
2000-08-23,-11.419,-2995012,26229453
2000-08-24,31.332,5911804,18868279
2000-08-25,39.137,5772176,14748502
2000-08-28,34.953,5794798,16578680
2000-08-29,-0.097,-14798,15197767
2000-08-30,-43.675,-6899489,15797467
2000-08-31,-63.122,-11154565,17671459
2000-09-01,-7.606,-1059052,13923457
2000-09-04,43.268,5390000,12457135
2000-09-05,-53.075,-6214157,11708294
2000-09-06,-36.22,-4481335,12372622
2000-09-07,72.698,7362547,10127639
2000-09-08,5.216,478089,9165505
2000-09-11,11.339,1088419,9599141
2000-09-12,32.935,3020054,9169784
2000-09-13,25.728,2778972,10801165
2000-09-14,-7.201,-648504,9005464
2000-09-15,17.933,1452329,8098734
2000-09-18,-53.07,-4384597,8261920
2000-09-19,-54.161,-5830030,10764318
2000-09-20,58.31,5149038,8830514
2000-09-21,-32.501,-2491547,7666049
2000-09-22,-19.684,-1476798,7502477
2000-09-25,-33.637,-2046553,6084200
2000-09-26,12.986,891758,6866846
2000-09-27,73.003,4409218,6039788
2000-09-28,-49.367,-3111258,6302329
2000-09-29,71.389,4459511,6246809
2000-10-09,27.553,1870767,6789665
2000-10-10,62.21,5420888,8713856
2000-10-11,-11.213,-1022008,9114825
2000-10-12,2.571,250435,9739823
2000-10-13,-13.211,-1242505,9404789
2000-10-16,-14.109,-1152979,8171986
2000-10-17,20.8,1301788,6258679
2000-10-18,46.678,3762155,8059881
2000-10-19,-29.64,-2137566,7211816
2000-10-20,56.619,6188809,10930679
2000-10-23,40.608,4688092,11544758
2000-10-24,6.775,598590,8835816
2000-10-25,43.385,5412638,12475861
2000-10-26,-11.827,-1155820,9772958
2000-10-27,26.267,2413290,9187467
2000-10-30,27.725,3037060,10954281
2000-10-31,-19.367,-1922913,9928803
2000-11-01,61.571,5620282,9128174
2000-11-02,16.046,1764341,10995657
2000-11-03,-9.618,-921680,9583298
2000-11-06,24.135,2489011,10312812
2000-11-07,23.322,2128498,9126598
2000-11-08,33.63,3287830,9776427
2000-11-09,48.466,7000926,14445158
2000-11-10,26.03,4659883,17901839
2000-11-13,55.88,10170923,18201285
2000-11-14,29.378,4848006,16502161
2000-11-15,4.759,801227,16836515
2000-11-16,51.49,8572667,16649265
2000-11-17,-6.069,-966950,15931723
2000-11-20,30.008,4841034,16132336
2000-11-21,-18.53,-2700064,14571380
2000-11-22,64.659,9113812,14095121
2000-11-23,4.493,723375,16099333
2000-11-24,-80.319,-15864722,19752139
2000-11-27,41.867,5627176,13440732
2000-11-28,70.015,7790571,11127041
2000-11-29,-28.066,-3292786,11732462
2000-11-30,3.522,352602,10012774
2000-12-01,34.426,3565426,10356828
2000-12-04,36.883,4218452,11437328
2000-12-05,-14.094,-1480562,10505108
2000-12-06,-33.607,-4106061,12218045
2000-12-07,4.528,499318,11028176
2000-12-08,8.559,885668,10347478
2000-12-11,-53.088,-5333457,10046490
2000-12-12,67.306,7726765,11480108
2000-12-13,-7.263,-668316,9202209
2000-12-14,-25.283,-1904735,7533585
2000-12-15,-36.907,-2917334,7904642
2000-12-18,12.779,1177237,9212171
2000-12-19,-12.501,-1144814,9157776
2000-12-20,27.803,2883477,10371217
2000-12-21,1.698,194454,11448655
2000-12-22,-6.658,-755418,11345444
2000-12-25,-4.904,-582534,11879421
2000-12-26,28.365,3082542,10867360
2000-12-27,-37.593,-3788163,10076665
2000-12-28,1.417,135991,9597200
2000-12-29,44.658,4674244,10466815
2001-01-02,77.196,9747604,12627064
2001-01-03,41.584,7100316,17074621
2001-01-04,-10.023,-1466547,14632012
2001-01-05,37.429,5404344,14438791
2001-01-08,-27.297,-4598097,16844799
2001-01-09,-6.34,-747073,11783728
2001-01-10,75.092,10341151,13771286
2001-01-11,-17.37,-2670017,15371069
2001-01-12,-32.727,-4140398,12651383
2001-01-15,-89.193,-12323566,13816769
2001-01-16,68.979,7791874,11295947
2001-01-17,-22.41,-1787352,7975716
2001-01-18,19.434,1766330,9088723
2001-01-19,65.923,6496167,9854102
2001-02-05,-71.311,-6073501,8516914
2001-02-06,10.261,884689,8621755
2001-02-07,-36.438,-2217007,6084316
2001-02-08,-80.896,-6285178,7769475
2001-02-09,75.906,6442459,8487393
2001-02-12,20.87,1588261,7610221
2001-02-13,-6.027,-366177,6075796
2001-02-14,14.736,694033,4709835
2001-02-15,-55.015,-2639896,4798479
2001-02-16,-2.824,-192854,6828530
2001-02-19,62.472,3645292,5835072
2001-02-20,-33.532,-2395690,7144501
2001-02-21,-64.448,-5977699,9275274
2001-02-22,19.359,1244236,6427174
2001-02-23,63.388,4235730,6682181
2001-02-26,50.171,4131955,8235735
2001-02-27,15.664,1231354,7860995
2001-02-28,-13.321,-892999,6703630
2001-03-01,-6.702,-693345,10344645
2001-03-02,47.091,4662594,9901259
2001-03-05,-12.878,-1036725,8050459
2001-03-06,33.422,2768574,8283651
2001-03-07,11.887,1021206,8591201
2001-03-08,23.553,2054777,8723872
2001-03-09,-5.627,-693265,12321328
2001-03-12,13.88,1247138,8985328
2001-03-13,-27.962,-2214704,7920351
2001-03-14,78.589,6352772,8083557
2001-03-15,20.443,2122090,10380772
2001-03-16,1.437,143130,9961292
2001-03-19,49.048,5472691,11157865
2001-03-20,19.386,1996361,10298194
2001-03-21,39.336,4826663,12270321
2001-03-22,35.097,5717812,16291447
2001-03-23,-54.314,-8579318,15795828
2001-03-26,80.954,9827724,12139852
2001-03-27,23.031,3150198,13678302
2001-03-28,2.507,324350,12939978
2001-03-29,1.102,145609,13217916
2001-03-30,40.827,4913008,12033711
2001-04-02,15.928,2258218,14177415
2001-04-03,-12.579,-1455663,11572570
2001-04-04,-73.477,-9961276,13557074
2001-04-05,85.68,8900977,10388581
2001-04-06,-20.573,-2037141,9901785
2001-04-09,38.169,4067248,10655944
2001-04-10,31.277,3086966,9869693
2001-04-11,-2.521,-256445,10171799
2001-04-12,3.674,529662,14418148
2001-04-13,32.688,3959532,12113209
2001-04-16,45.366,7858638,17322858
2001-04-17,3.724,622969,16729460
2001-04-18,-10.25,-1587704,15489745
2001-04-19,5.201,768611,14776900
2001-04-20,-45.101,-7777606,17244921
2001-04-23,6.466,946518,14637806
2001-04-24,30.893,3427127,11093433
2001-04-25,-69.0,-9405623,13631413
2001-04-26,-23.285,-2452757,10533526
2001-04-27,49.874,4300882,8623528
2001-04-30,7.399,575611,7779638
2001-05-08,50.046,2605641,5206502
2001-05-09,2.063,161553,7831087
2001-05-10,39.285,3243479,8256230
2001-05-11,17.306,1450185,8379595
2001-05-14,46.083,5847395,12688858
2001-05-15,15.543,2000827,12872555
2001-05-16,13.881,1762291,12695598
2001-05-17,-20.065,-2588024,12898449
2001-05-18,44.677,5858022,13111850
2001-05-21,18.809,3093383,16446225
2001-05-22,-8.371,-1010084,12066899
2001-05-23,-28.069,-3754714,13376595
2001-05-24,8.867,1123797,12674003
2001-05-25,-11.565,-1294046,11189727
2001-05-28,-32.674,-3932991,12036886
2001-05-29,21.591,2107027,9758613
2001-05-30,68.851,7294616,10594830
2001-05-31,8.355,1039537,12442640
2001-06-01,18.474,2488105,13467846
2001-06-04,23.323,3544088,15195780
2001-06-05,9.954,1403922,14104237
2001-06-06,11.704,1742269,14886501
2001-06-07,-22.476,-2929111,13032288
2001-06-08,-14.834,-1727598,11646446
2001-06-11,5.118,589534,11518006
2001-06-12,42.52,4892027,11505325
2001-06-13,44.932,6317636,14060362
2001-06-14,-68.462,-10728057,15670198
2001-06-15,49.655,6278151,12643435
2001-06-18,-66.803,-9349660,13995798
2001-06-19,35.054,3190212,9100936
2001-06-20,-25.899,-2049902,7915092
2001-06-21,79.604,6097307,7659523
2001-06-22,50.762,5050187,9948774
2001-06-25,56.046,7672951,13690426
2001-06-26,18.147,2503242,13793883
2001-06-27,-2.602,-308208,11846013
2001-06-28,-27.007,-3097324,11468618
2001-06-29,-5.684,-481299,8467183
2001-07-02,-31.526,-2544887,8072296
2001-07-03,24.416,1807689,7403776
2001-07-04,-21.521,-1387838,6448661
2001-07-05,-51.254,-4125174,8048438
2001-07-06,-21.473,-1630022,7590919
2001-07-09,27.395,1880716,6865173
2001-07-10,51.913,3670285,7070037
2001-07-11,-48.861,-3148841,6444439
2001-07-12,4.499,299142,6648621
2001-07-13,-34.539,-1815650,5256878
2001-07-16,-56.422,-5281977,9361587
2001-07-17,-9.816,-694778,7078309
2001-07-18,6.594,339094,5142792
2001-07-19,11.58,576323,4976671
2001-07-20,75.664,7727858,10213386
2001-07-23,-5.8,-562443,9697242
2001-07-24,-49.224,-4397163,8932875
2001-07-25,-39.363,-2800939,7115648
2001-07-26,-41.523,-2912090,7013231
2001-07-27,-52.284,-3745344,7163398
2001-07-30,-84.881,-8717244,10269958
2001-07-31,-12.991,-1114350,8578011
2001-08-01,94.894,7952432,8380324
2001-08-02,-49.397,-3713711,7518114
2001-08-03,20.558,1065163,5181365
2001-08-06,-83.818,-6627287,7906793
2001-08-07,73.376,5378507,7330062
2001-08-08,-19.949,-923875,4631132
2001-08-09,81.734,4727875,5784496
2001-08-10,55.586,4463947,8030703
2001-08-13,-1.174,-74013,6303350
2001-08-14,-35.38,-2226934,6294342
2001-08-15,31.222,1426192,4567893
2001-08-16,-55.895,-2752450,4924311
2001-08-17,29.971,1292805,4313558
2001-08-20,19.33,908759,4701184
2001-08-21,9.834,456337,4640478
2001-08-22,-53.253,-3487174,6548294
2001-08-23,39.241,2093765,5335692
2001-08-24,-46.632,-2650853,5684619
2001-08-27,-63.26,-4830139,7635331
2001-08-28,69.379,4331787,6243691
2001-08-29,-3.65,-217551,5959716
2001-08-30,-5.794,-230774,3982981
2001-08-31,-23.813,-783189,3288850
2001-09-03,-43.518,-2007390,4612754
2001-09-04,89.04,5654461,6350503
2001-09-05,-8.504,-571845,6724399
2001-09-06,-18.636,-896819,4812336
2001-09-07,-85.471,-5776792,6758775
2001-09-10,86.955,6365938,7320930
2001-09-11,14.374,901076,6268831
2001-09-12,72.673,6218325,8556610
2001-09-13,-28.303,-1217713,4302433
2001-09-14,-60.681,-3306785,5449487
2001-09-17,-49.304,-2952590,5988590
2001-09-18,60.024,2570110,4281783
2001-09-19,68.943,3215435,4663889
2001-09-20,-26.147,-1449154,5542336
2001-09-21,-11.565,-475846,4114392
2001-09-24,-26.454,-917090,3466719
2001-09-25,-22.692,-823199,3627661
2001-09-26,-53.146,-2633428,4955059
2001-09-27,-3.345,-155588,4651349
2001-09-28,-17.493,-765518,4376062
2001-10-08,-60.233,-2202664,3656898
2001-10-09,82.209,3127331,3804117
2001-10-10,-79.734,-4128924,5178356
2001-10-11,-56.725,-3422300,6033133
2001-10-12,88.026,8006313,9095355
2001-10-15,8.003,455977,5697427
2001-10-16,-60.633,-2601117,4289949
2001-10-17,-17.888,-668863,3739099
2001-10-18,-64.597,-2803979,4340705
2001-10-19,-68.334,-5061076,7406351
2001-10-22,-36.468,-2148606,5891747
2001-10-23,56.401,10221069,18122122
2001-10-24,-0.616,-158813,25786279
2001-10-25,-40.022,-4988730,12464860
2001-10-26,25.117,2040860,8125337
2001-10-29,60.958,4350925,7137593
2001-10-30,-49.866,-2633750,5281629
2001-10-31,44.224,2413704,5457879
2001-11-01,47.413,3841550,8102312
2001-11-02,-20.723,-1160441,5599646
2001-11-05,-22.51,-1041552,4627099
2001-11-06,-4.769,-199455,4182075
2001-11-07,-88.275,-6860101,7771319
2001-11-08,90.797,5508920,6067271
2001-11-09,79.166,5137158,6489117
2001-11-12,-8.328,-410244,4926103
2001-11-13,35.275,1581102,4482195
2001-11-14,11.623,421054,3622730
2001-11-15,13.713,445935,3251820
2001-11-16,-85.848,-11455286,13343711
2001-11-19,77.732,10341835,13304402
2001-11-20,72.28,4232237,5855338
2001-11-21,50.084,4662786,9309848
2001-11-22,58.394,5613681,9613429
2001-11-23,-2.402,-213047,8868280
2001-11-26,7.344,480122,6537911
2001-11-27,73.998,4894896,6614879
2001-11-28,34.239,3455480,10092162
2001-11-29,9.328,861241,9232760
2001-11-30,68.202,5810438,8519444
2001-12-03,48.637,5151444,10591533
2001-12-04,39.184,3850773,9827402
2001-12-05,-50.861,-6339411,12464106
2001-12-06,73.891,7135723,9657041
2001-12-07,-3.401,-283105,8323472
2001-12-10,8.332,517681,6213167
2001-12-11,-50.012,-3204123,6406703
2001-12-12,-34.886,-2376276,6811468
2001-12-13,-61.042,-4230519,6930555
2001-12-14,-20.962,-1268148,6049879
2001-12-17,-14.948,-710196,4751219
2001-12-18,56.86,3300723,5805006
2001-12-19,-42.212,-2364255,5600927
2001-12-20,-83.681,-5849982,6990788
2001-12-21,54.29,2588073,4767148
2001-12-24,-68.174,-3607960,5292306
2001-12-25,20.791,1168335,5619497
2001-12-26,62.754,3482630,5549659
2001-12-27,-11.122,-739145,6645774
2001-12-28,37.389,2475099,6619928
2001-12-31,3.613,228873,6334848
2002-01-04,-66.512,-2406786,3618585
2002-01-07,-22.776,-808488,3549661
2002-01-08,-44.824,-1564855,3491102
2002-01-09,-41.866,-1969603,4704589
2002-01-10,60.229,3978403,6605513
2002-01-11,-31.853,-2004560,6293146
2002-01-14,-50.559,-3646218,7211813
2002-01-15,-16.681,-1115813,6689309
2002-01-16,54.637,4169423,7631076
2002-01-17,-90.413,-6381670,7058391
2002-01-18,31.833,3046175,9569277
2002-01-21,-65.212,-4822650,7395321
2002-01-22,17.557,1481672,8439139
2002-01-23,97.28,11895302,12227922
2002-01-24,70.61,12237367,17330989
2002-01-25,42.53,4350652,10229570
2002-01-28,-95.98,-12235348,12747749
2002-01-29,94.262,8294147,8799072
2002-01-30,51.766,4008746,7743927
2002-01-31,87.308,19692839,22555610
2002-02-01,-15.243,-2494995,16368620
2002-02-04,93.268,10439982,11193585
2002-02-05,29.344,3771754,12853550
2002-02-06,-74.698,-7894930,10569151
2002-02-07,91.562,11071987,12092300
2002-02-08,-53.854,-5034948,9349224
2002-02-25,-13.622,-1440245,10572595
2002-02-26,37.267,3431180,9206957
2002-02-27,21.127,2049444,9700649
2002-02-28,-32.033,-2739767,8552882
2002-03-01,-51.563,-3960713,7681270
2002-03-04,95.351,7352866,7711336
2002-03-05,92.709,14711276,15868193
2002-03-06,37.677,9080368,24100780
2002-03-07,93.782,23054711,24583285
2002-03-08,50.015,16766537,33523251
2002-03-11,70.695,20263919,28664012
2002-03-12,-40.13,-11627024,28973527
2002-03-13,-35.188,-7743770,22006571
2002-03-14,94.032,17234234,18328039
2002-03-15,-76.015,-15972270,21011898
2002-03-18,-50.652,-9246921,18255702
2002-03-19,88.395,16727786,18923804
2002-03-20,48.343,11857817,24528298
2002-03-21,14.991,2970661,19816173
2002-03-22,-31.534,-4820313,15286227
2002-03-25,43.799,5521707,12607056
2002-03-26,-54.41,-7119218,13084338
2002-03-27,47.482,5356226,11280509
2002-03-28,-6.429,-737191,11467244
2002-03-29,-87.188,-14363644,16474414
2002-04-01,64.835,6464001,9969926
2002-04-02,-41.648,-4795894,11515211
2002-04-03,22.406,2126982,9493105
2002-04-04,92.018,11663879,12675710
2002-04-05,-28.531,-3925728,13759625
2002-04-08,29.606,2701696,9125542
2002-04-09,82.109,16946131,20638518
2002-04-10,18.799,3107782,16531823
2002-04-11,-54.217,-7463702,13766263
2002-04-12,57.099,6584598,11531812
2002-04-15,-13.432,-1340090,9976568
2002-04-16,-8.5,-743752,8750210
2002-04-17,9.353,787997,8425458
2002-04-18,-55.174,-5429831,9841243
2002-04-19,38.66,4581982,11851971
2002-04-22,-0.781,-65424,8379112
2002-04-23,-4.782,-363581,7602416
2002-04-24,-33.105,-2486850,7511915
2002-04-25,27.303,1943821,7119328
2002-04-26,82.08,8179270,9965025
2002-04-29,81.349,12105421,14880782
2002-04-30,0.72,104572,14529032
2002-05-08,-22.764,-1752143,7696971
2002-05-09,33.958,3102282,9135722
2002-05-10,-29.109,-2905488,9981548
2002-05-13,-18.884,-1645535,8713927
2002-05-14,-14.744,-1159605,7864775
2002-05-15,-44.733,-3687250,8242781
2002-05-16,-75.024,-8655839,11537465
2002-05-17,69.451,7152802,10299013
2002-05-20,-34.447,-2648478,7688516
2002-05-21,59.708,9316943,15604134
2002-05-22,-42.131,-4156029,9864541
2002-05-23,-14.448,-1639893,11350462
2002-05-24,-50.282,-4544845,9038626
2002-05-27,21.524,1300731,6043043
2002-05-28,9.99,662518,6631738
2002-05-29,-71.097,-5609782,7890284
2002-05-30,21.976,1797062,8177398
2002-05-31,-25.547,-1646436,6444743
2002-06-03,-59.455,-4563006,7674740
2002-06-04,33.476,2362907,7058513
2002-06-05,-64.021,-4461317,6968524
2002-06-06,99.17,13088017,13197502
2002-06-07,59.258,9332083,15748098
2002-06-10,-6.564,-515643,7855358
2002-06-11,77.939,6229167,7992334
2002-06-12,-32.184,-2096810,6515009
2002-06-13,-46.401,-2978439,6418940
2002-06-14,-46.13,-2864126,6208816
2002-06-17,59.351,2618268,4411473
2002-06-18,92.751,8201422,8842446
2002-06-19,-53.106,-2785849,5245850
2002-06-20,64.663,4237158,6552694
2002-06-21,98.518,22018365,22349595
2002-06-24,-0.054,-37022,68833914
2002-06-25,-21.423,-12750354,59517926
2002-06-26,65.09,23473360,36062742
2002-06-27,39.16,11342171,28963499
2002-06-28,2.065,751436,36384632
2002-07-01,-55.109,-10964159,19895344
2002-07-02,69.185,11903033,17204526
2002-07-03,17.187,2865350,16671712
2002-07-04,-40.129,-6814229,16980972
2002-07-05,56.456,7016605,12428551
2002-07-08,43.481,6001099,13801740
2002-07-09,-6.597,-901232,13662007
2002-07-10,-68.8,-10935110,15894039
2002-07-11,8.168,964946,11813536
2002-07-12,5.463,553432,10130678
2002-07-15,-9.638,-1011314,10493100
2002-07-16,10.641,984883,9255482
2002-07-17,49.574,4250191,8573369
2002-07-18,6.72,745832,11098378
2002-07-19,44.295,4201551,9485328
2002-07-22,-64.681,-7178285,11098062
2002-07-23,-8.8,-809317,9196847
2002-07-24,-7.812,-574162,7350155
2002-07-25,-47.073,-3446040,7320653
2002-07-26,-14.505,-961870,6631404
2002-07-29,57.436,3670933,6391368
2002-07-30,27.29,2092143,7666385
2002-07-31,-62.937,-4556399,7239666
2002-08-01,39.873,2576186,6460922
2002-08-02,29.326,1588848,5417807
2002-08-05,-25.745,-1383155,5372420
2002-08-06,75.753,7094506,9365337
2002-08-07,-6.919,-366063,5290636
2002-08-08,-39.605,-2289861,5781677
2002-08-09,-29.624,-1983490,6695458
2002-08-12,-0.948,-57141,6027020
2002-08-13,16.186,720001,4448274
2002-08-14,62.606,2757486,4404531
2002-08-15,-49.68,-2327524,4685006
2002-08-16,70.831,5337066,7534976
2002-08-19,-2.499,-125180,5008470
2002-08-20,90.525,9292269,10264866
2002-08-21,6.393,526157,8230490
2002-08-22,53.177,6528029,12276040
2002-08-23,-9.723,-770369,7923174
2002-08-26,-30.766,-2247290,7304518
2002-08-27,36.0,3332225,9256244
2002-08-28,3.395,277168,8164294
2002-08-29,-34.962,-2406975,6884493
2002-08-30,3.792,217147,5726730
2002-09-02,28.872,1489102,5157682
2002-09-03,28.756,1673859,5820951
2002-09-04,-48.252,-2889098,5987490
2002-09-05,-66.148,-5664567,8563482
2002-09-06,-43.007,-2930146,6813203
2002-09-09,-32.505,-1908850,5872405
2002-09-10,24.213,1153525,4764018
2002-09-11,-22.907,-1358075,5928712
2002-09-12,39.745,1918958,4828234
2002-09-13,10.195,426023,4178614
2002-09-16,-64.353,-3854376,5989411
2002-09-17,12.928,755262,5842058
2002-09-18,-41.161,-1824996,4433778
2002-09-19,84.195,6709856,7969410
2002-09-20,-37.864,-2080556,5494877
2002-09-23,33.86,1270169,3751239
2002-09-24,-31.901,-1448151,4539526
2002-09-25,20.39,1153407,5656693
2002-09-26,-18.807,-1273576,6771963
2002-09-27,-42.398,-2438271,5750953
2002-10-08,-28.155,-1033551,3670892
2002-10-09,-93.343,-16994064,18205972
2002-10-10,12.007,723657,6027132
2002-10-11,10.575,644486,6094593
2002-10-14,67.882,4624520,6812568
2002-10-15,-24.233,-1198409,4945430
2002-10-16,56.692,3663561,6462250
2002-10-17,-67.435,-3629138,5381666
2002-10-18,59.001,3194162,5413742
2002-10-21,55.19,2487298,4506769
2002-10-22,82.487,6859942,8316374
2002-10-23,20.404,1254165,6146620
2002-10-24,-37.285,-2296908,6160481
2002-10-25,-58.28,-3794064,6510066
2002-10-28,-55.698,-3512185,6305730
2002-10-29,50.848,3076618,6050667
2002-10-30,4.282,228264,5330190
2002-10-31,-20.352,-1001526,4921039
2002-11-01,33.288,1600616,4808368
2002-11-04,62.626,4361799,6964870
2002-11-05,91.994,14204544,15440785
2002-11-06,-15.661,-1319122,8422835
2002-11-07,-6.878,-571137,8303782
2002-11-08,-94.455,-10806743,11441176
2002-11-11,-56.833,-3225526,5675420
2002-11-12,-46.658,-4681418,10033371
2002-11-13,26.667,2232374,8371375
2002-11-14,-59.831,-4402642,7358485
2002-11-15,60.813,4924146,8097128
2002-11-18,-36.307,-2094932,5770119
2002-11-19,65.885,3887247,5900056
2002-11-20,-81.655,-5902185,7228180
2002-11-21,-64.594,-5931476,9182718
2002-11-22,7.751,714320,9215490
2002-11-25,45.333,2733235,6029276
2002-11-26,-81.745,-5695809,6967814
2002-11-27,73.047,6744427,9233008
2002-11-28,97.36,10137429,10412309
2002-11-29,66.439,12812751,19285060
2002-12-02,-91.785,-7748998,8442511
2002-12-03,88.635,5921359,6680579
2002-12-04,-6.813,-635853,9333555
2002-12-05,-17.13,-1081458,6313256
2002-12-06,0.23,11992,5223775
2002-12-09,-2.684,-117588,4380975
2002-12-10,-52.56,-3553865,6761591
2002-12-11,2.768,162716,5877751
2002-12-12,53.153,3211475,6041964
2002-12-13,89.203,6756698,7574530
2002-12-16,53.134,5061407,9525762
2002-12-17,67.004,6094228,9095286
2002-12-18,-31.733,-3111721,9806007
2002-12-19,44.973,3235735,7194799
2002-12-20,70.252,6816616,9703121
2002-12-23,0.322,33075,10277716
